record_id,domain,language_hint,feedback
R001621,interior,en,Power window switch on driver door is unresponsive intermittently.
R001622,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R001623,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. !!!!!!
R001624,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart.  multiple   spaces   here  
R001625,interior,en,Center console armrest is loose and wobbles when leaning on it. Plate: B-MW 1234
R001626,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001627,interior,en,"Ambient lighting flickers randomly at night, very distracting. !!!!!!"
R001628,interior,en,"Ambient lighting flickers randomly at night, very distracting. <p>this is a complaint</p>"
R001629,interior,en,Steering wheel heater only warms the lower half of the rim.
R001630,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001631,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001632,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R001633,display_infotainment,en,Apple CarPlay disconnects every 11 minutes when using maps. Please fix this asap.
R001634,interior,en,Cabin filter smells musty even after replacement. !!!!!!
R001635,interior,en,"Glove box latch broke, lid will not stay closed."
R001636,interior,en,"Dome light stays on after locking the car, drains the 12v battery. VIN: WDB2030461A123456"
R001637,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R001638,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001639,interior,en,Cabin filter smells musty even after replacement. VIN: WDB2030461A123456
R001640,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R001641,interior,en,Cup holder cracked after 16 months of normal use.
R001642,interior,en,Cup holder cracked after 25 months of normal use.
R001643,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R001644,interior,en,Climate control blows cold air on driver side and hot on passenger side.  multiple   spaces   here  
R001645,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot."
R001646,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001647,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor. Plate: B-MW 1234
R001648,interior,en,The driver seat heater stops working after 45 minutes of driving. Please fix this asap.
R001649,interior,en,Cabin filter smells musty even after replacement.
R001650,interior,en,Climate control blows cold air on driver side and hot on passenger side. <p>this is a complaint</p>
R001651,interior,en,Mirror auto-dimming feature does not work at night. VIN: WDB2030461A123456
R001652,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 34 Minuten.  multiple   spaces   here  
R001653,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001654,interior,en,"Glove box latch broke, lid will not stay closed."
R001655,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001656,interior,en,Cabin filter smells musty even after replacement. VIN: WDB2030461A123456
R001657,interior,en,"Glove box latch broke, lid will not stay closed."
R001658,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R001659,interior,en,"Glove box latch broke, lid will not stay closed. Mercedes please help."
R001660,display_infotainment,en,Head-up display flickers in direct sunlight. VIN: WDB2030461A123456
R001661,display_infotainment,it,Apple CarPlay si disconnette ogni 49 minuti.  multiple   spaces   here  
R001662,interior,en,Driver seat cushion has worn through after 6 months. <p>this is a complaint</p>
R001663,interior,en,The driver seat heater stops working after 31 minutes of driving. <p>this is a complaint</p>
R001664,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001665,interior,en,Cabin filter smells musty even after replacement.
R001666,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001667,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs. Mercedes please help.
R001668,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001669,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R001670,interior,en,The driver seat heater stops working after 43 minutes of driving. <p>this is a complaint</p>
R001671,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R001672,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001673,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001674,interior,en,"Glove box latch broke, lid will not stay closed."
R001675,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R001676,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. Mercedes please help.
R001677,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot. Contact me at john.doe@example.com or +49 30 1234567."
R001678,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001679,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R001680,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R001681,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R001682,display_infotainment,tr,Apple CarPlay her 25 dakikada bir baglantisi kesiliyor.
R001683,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001684,interior,en,The driver seat heater stops working after 38 minutes of driving. Plate: B-MW 1234
R001685,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001686,interior,en,Center console armrest is loose and wobbles when leaning on it. <p>this is a complaint</p>
R001687,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 15 Minuten. Mercedes please help.
R001688,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. VIN: WDB2030461A123456
R001689,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R001690,interior,en,Power window switch on driver door is unresponsive intermittently.
R001691,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R001692,interior,en,The driver seat heater stops working after 56 minutes of driving.  multiple   spaces   here  
R001693,display_infotainment,da,Bluetooth-forbindelsen afbrydes hver gang bilen genstartes. Contact me at john.doe@example.com or +49 30 1234567.
R001694,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001695,interior,en,Power window switch on driver door is unresponsive intermittently.
R001696,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R001697,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 10 Minuten. !!!!!!
R001698,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001699,interior,en,Mirror auto-dimming feature does not work at night.
R001700,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R001701,interior,en,Power window switch on driver door is unresponsive intermittently. <p>this is a complaint</p>
R001702,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R001703,interior,en,Cup holder cracked after 29 months of normal use.
R001704,interior,en,"Sunroof refuses to close in cold weather, error on dashboard.  multiple   spaces   here  "
R001705,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R001706,interior,en,Driver seat cushion has worn through after 25 months.
R001707,interior,en,Cup holder cracked after 58 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R001708,interior,en,Cup holder cracked after 51 months of normal use.
R001709,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001710,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001711,display_infotainment,en,Burmester audio system has static noise on right rear speaker. VIN: WDB2030461A123456
R001712,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R001713,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001714,display_infotainment,tr,Apple CarPlay her 3 dakikada bir baglantisi kesiliyor. Plate: B-MW 1234
R001715,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R001716,interior,en,The driver seat heater stops working after 37 minutes of driving.
R001717,interior,en,Climate control blows cold air on driver side and hot on passenger side. Contact me at john.doe@example.com or +49 30 1234567.
R001718,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R001719,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R001720,interior,en,Driver seat cushion has worn through after 20 months.
R001721,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001722,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001723,interior,en,Driver seat cushion has worn through after 53 months. Plate: B-MW 1234
R001724,interior,en,Cabin filter smells musty even after replacement. VIN: WDB2030461A123456
R001725,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R001726,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R001727,display_infotainment,en,Burmester audio system has static noise on right rear speaker. <p>this is a complaint</p>
R001728,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart.
R001729,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001730,interior,en,Cup holder cracked after 16 months of normal use.
R001731,interior,en,Climate control blows cold air on driver side and hot on passenger side.  multiple   spaces   here  
R001732,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
